"COUNT","Worst Inj. FSMN","State Highway","Crash Day","Crash Month","Crash Year","Crash Hour","Police District","Police Area","Police Station","Crash ID"
1,Fatal,No,10,01,2011,09,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON WEST",201100008
1,Fatal,No,10,01,2012,15,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - KAPITI",201210003
1,Fatal,No,10,02,2008,18,Central,"Central - Manawatu","Central - Manawatu - FEILDING",2810014
1,Fatal,No,10,03,2009,12,Central,"Central - Whanganui","Central - Whanganui - TAUMARUNUI",2910025
1,Fatal,No,10,03,2009,14,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",2900036
1,Fatal,No,10,03,2009,16,Central,"Central - Taranaki","Central - Taranaki - WAITARA",2910024
1,Fatal,No,10,03,2009,21,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - TUAKAU",2900035
1,Fatal,No,10,03,2010,09,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - KAPITI",201010026
1,Fatal,No,10,03,2012,01,Central,"Central - Manawatu","Central - Manawatu - BULLS",201210016
1,Fatal,No,10,04,2009,01,Northland,"Northland - Whangarei","Northland - Whangarei - ONERAHI",2900053
1,Fatal,No,10,04,2010,13,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - MURUPARA",201000061
1,Fatal,No,10,04,2011,16,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - WAIUKU",201100038
1,Fatal,No,10,05,2008,20,Central,"Central - Whanganui","Central - Whanganui - HUNTERVILLE",2810036
1,Fatal,No,10,05,2010,06,Central,"Central - Whanganui","Central - Whanganui - WHANGANUI",201010045
1,Fatal,No,10,05,2011,17,Waikato,"Waikato - Waikato East","Waikato - Waikato East - WAIHI",201100049
1,Fatal,No,10,06,2009,17,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",2900096
1,Fatal,No,10,06,2010,20,Waikato,"Waikato - Waikato East","Waikato - Waikato East - THAMES",201000092
1,Fatal,No,10,07,2010,01,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",201020036
1,Fatal,No,10,08,2008,15,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2800115
1,Fatal,No,10,08,2008,15,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PAPAKURA",2800116
1,Fatal,No,10,09,2009,19,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - MURUPARA",2900139
1,Fatal,No,10,10,2012,11,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA",201200096
1,Fatal,No,10,11,2010,14,Waikato,"Waikato - Waikato West","Waikato - Waikato West - OTOROHANGA",201000139
1,Fatal,No,10,11,2011,12,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HASTINGS",201110069
1,Fatal,No,11,01,2011,09,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA SOUTH",201100006
1,Fatal,No,11,02,2009,06,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",2900026
1,Fatal,No,11,02,2009,15,Wellington,"Wellington - Wairarapa","Wellington - Wairarapa - FEATHERSTON",2910013
1,Fatal,No,11,02,2011,17,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WARKWORTH",201100020
1,Fatal,No,11,04,2008,15,Central,"Central - Manawatu","Central - Manawatu - PALMERSTON NORTH",2810028
1,Fatal,No,11,04,2010,14,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - TARADALE",201010039
1,Fatal,No,11,05,2008,16,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TOKOROA",2800072
1,Fatal,No,11,05,2010,17,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - KAIAPOI",201020021
1,Fatal,No,11,05,2011,16,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON CENTRAL",201100050
1,Fatal,No,11,05,2012,12,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - ASHBURTON",201220026
1,Fatal,No,11,06,2008,04,Waikato,"Waikato - Waikato West","Waikato - Waikato West - CAMBRIDGE",2800085
1,Fatal,No,11,07,2008,02,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - PORIRUA CENTRAL",2810047
1,Fatal,No,11,07,2010,21,Northland,"Northland - Whangarei","Northland - Whangarei - WHANGAREI",201000102
1,Fatal,No,11,08,2008,08,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",2820053
1,Fatal,No,11,08,2011,19,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LINCOLN",201120035
1,Fatal,No,11,09,2011,17,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE AWAMUTU",201100094
1,Fatal,No,11,10,2008,03,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",2800135
1,Fatal,No,11,10,2009,04,Northland,"Northland - Whangarei","Northland - Whangarei - HIKURANGI",2900150
1,Fatal,No,11,10,2012,13,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - TUAKAU",201200105
1,Fatal,No,11,11,2010,07,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",201000149
1,Fatal,No,11,11,2010,16,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - KUMEU",201000141
1,Fatal,No,11,11,2010,21,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - PLEASANT POINT",201020065
1,Fatal,No,11,11,2012,01,Northland,"Northland - Whangarei","Northland - Whangarei - DARGAVILLE",201200112
1,Fatal,No,11,12,2008,19,Wellington,"Wellington - Hutt Valley","Wellington - Hutt Valley - NAENAE",2810079
1,Fatal,No,11,12,2011,19,Central,"Central - Manawatu","Central - Manawatu - LEVIN",201110077
1,Fatal,No,12,01,2009,21,Auckland,"Auckland - Auckland East","Auckland - Auckland East - GLEN INNES",2900007
1,Fatal,No,12,01,2011,09,Central,"Central - Taranaki","Central - Taranaki - STRATFORD",201110005
1,Fatal,No,12,01,2012,02,Auckland,"Auckland - Auckland West","Auckland - Auckland West - BALMORAL",201200005
1,Fatal,No,12,02,2008,07,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - WAITANGIRUA",2810013
1,Fatal,No,12,02,2009,17,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - HOWICK",2900023
1,Fatal,No,12,02,2010,16,Central,"Central - Whanganui","Central - Whanganui - WHANGANUI",201010018
1,Fatal,No,12,03,2010,15,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - OREWA",201000036
1,Fatal,No,12,03,2012,01,Central,"Central - Whanganui","Central - Whanganui - TAUMARUNUI",201210017
1,Fatal,No,12,03,2012,08,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",201220013
1,Fatal,No,12,05,2009,07,Central,"Central - Taranaki","Central - Taranaki - INGLEWOOD",2910044
1,Fatal,No,12,05,2012,13,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MORRINSVILLE",201200041
1,Fatal,No,12,06,2008,18,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA SOUTH",2800086
1,Fatal,No,12,06,2009,01,Northland,"Northland - Whangarei","Northland - Whangarei - WHANGAREI",2900097
1,Fatal,No,12,06,2012,07,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WARKWORTH",201200050
1,Fatal,No,12,07,2009,18,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - WAITANGIRUA",2910057
1,Fatal,No,12,07,2010,06,Tasman,"Tasman - West Coast","Tasman - West Coast - GREYMOUTH",201020037
1,Fatal,No,12,09,2009,17,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - NELSON",2910076
1,Fatal,No,12,09,2011,20,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201120040
1,Fatal,No,12,10,2008,01,Wellington,"Wellington - Wellington","Wellington - Wellington - CHATHAM ISLANDS",2820065
1,Fatal,No,12,11,2009,13,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - MASSEY",2900162
1,Fatal,No,12,11,2010,21,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",201020071
1,Fatal,No,12,11,2010,23,Waikato,"Waikato - Waikato West","Waikato - Waikato West - CAMBRIDGE",201000142
1,Fatal,No,12,12,2009,15,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - CULVERDEN",2920059
1,Fatal,No,12,12,2012,05,Central,"Central - Taranaki","Central - Taranaki - HAWERA",201210075
1,Fatal,No,12,12,2012,09,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - WAIROA",201210073
1,Fatal,No,12,12,2012,16,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",201200128
1,Fatal,No,13,01,2008,07,Auckland,"Auckland - Auckland East","Auckland - Auckland East - MOUNT WELLINGTON",2800007
1,Fatal,No,13,01,2010,16,Wellington,"Wellington - Wellington","Wellington - Wellington - JOHNSONVILLE",201010006
1,Fatal,No,13,01,2012,09,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - RANGIORA",201220005
1,Fatal,No,13,01,2012,10,Southern,"Southern - Southland","Southern - Southland - WINTON",201220004
1,Fatal,No,13,02,2012,14,Waikato,"Waikato - Waikato East","Waikato - Waikato East - TE AROHA",201200018
1,Fatal,No,13,03,2009,01,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",2900038
1,Fatal,No,13,03,2011,07,Wellington,"Wellington - Wellington","Wellington - Wellington - KILBIRNIE",201110016
1,Fatal,No,13,03,2012,12,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - OPOTIKI",201200029
1,Fatal,No,13,03,2012,15,Southern,"Southern - Dunedin","Southern - Dunedin - MOSGIEL",201220018
1,Fatal,No,13,06,2011,19,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PAPAKURA",201100061
1,Fatal,No,13,07,2008,05,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - ASHBURTON",2820050
1,Fatal,No,13,07,2010,17,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA SOUTH",201000104
1,Fatal,No,13,08,2010,19,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",201000113
1,Fatal,No,13,08,2011,23,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PAPAKURA",201100080
1,Fatal,No,13,09,2009,03,Southern,"Southern - Southland","Southern - Southland - GORE",2920042
1,Fatal,No,13,09,2012,17,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - HELENSVILLE",201200081
1,Fatal,No,13,10,2008,15,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HAVELOCK NORTH",2810061
1,Fatal,No,13,10,2012,20,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - NEW LYNN",201200098
1,Fatal,No,13,11,2008,18,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - TIMARU",2820076
1,Fatal,No,13,11,2009,08,Wellington,"Wellington - Wellington","Wellington - Wellington - WELLINGTON",2910088
1,Fatal,No,13,11,2010,01,Southern,"Southern - Otago Rural","Southern - Otago Rural - OMAKAU",201020066
1,Fatal,No,13,11,2010,14,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON CENTRAL",201000143
1,Fatal,No,13,11,2010,15,Tasman,"Tasman - West Coast","Tasman - West Coast - FRANZ JOSEF",201020067
1,Fatal,No,13,12,2008,14,Northland,"Northland - Whangarei","Northland - Whangarei - WHANGAREI",2800160
1,Fatal,No,13,12,2010,06,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - TUAKAU",201000158
1,Fatal,No,13,12,2011,15,Auckland,"Auckland - Auckland East","Auckland - Auckland East - NEWMARKET",201100129
1,Fatal,No,13,12,2011,22,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PAPAKURA",201100128
1,Fatal,No,13,12,2012,18,Southern,"Southern - Southland","Southern - Southland - LUMSDEN",201220062
1,Fatal,No,14,01,2008,16,Central,"Central - Manawatu","Central - Manawatu - ROSSMONT",2810003
1,Fatal,No,14,01,2008,22,Southern,"Southern - Dunedin","Southern - Dunedin - DUNEDIN SOUTH",2820009
1,Fatal,No,14,01,2009,10,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",2900009
1,Fatal,No,14,01,2010,12,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HASTINGS",201010007
1,Fatal,No,14,01,2010,17,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HASTINGS",201010008
1,Fatal,No,14,01,2012,22,Northland,"Northland - Far North","Northland - Far North - KAITAIA",201200006
1,Fatal,No,14,02,2009,04,Southern,"Southern - Southland","Southern - Southland - WYNDHAM",2920005
1,Fatal,No,14,02,2009,17,Northland,"Northland - Whangarei","Northland - Whangarei - KAMO",2900024
1,Fatal,No,14,03,2008,12,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE AWAMUTU",2800042
1,Fatal,No,14,03,2010,00,Waikato,"Waikato - Waikato West","Waikato - Waikato West - OTOROHANGA",201000037
1,Fatal,No,14,03,2010,13,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - WAKEFIELD",201010027
1,Fatal,No,14,03,2012,09,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MORRINSVILLE",201200030
1,Fatal,No,14,04,2009,17,Southern,"Southern - Southland","Southern - Southland - WYNDHAM",2920018
1,Fatal,No,14,04,2010,07,Southern,"Southern - Dunedin","Southern - Dunedin - MOSGIEL",201020017
1,Fatal,No,14,05,2008,11,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - NEW BRIGHTON",2820040
1,Fatal,No,14,05,2008,17,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",2800073
1,Fatal,No,14,05,2010,21,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - WAIKARI",201020027
1,Fatal,No,14,05,2012,22,Central,"Central - Whanganui","Central - Whanganui - TAIHAPE",201210029
1,Fatal,No,14,06,2008,16,Central,"Central - Manawatu","Central - Manawatu - FOXTON",2810041
1,Fatal,No,14,06,2010,15,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - METHVEN",201020034
1,Fatal,No,14,07,2008,16,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",2800102
1,Fatal,No,14,07,2012,21,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - GISBORNE",201210041
1,Fatal,No,14,08,2009,18,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - OPOTIKI",2900127
1,Fatal,No,14,08,2010,22,Southern,"Southern - Southland","Southern - Southland - OTAUTAU",201020048
1,Fatal,No,14,09,2008,03,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",2820060
1,Fatal,No,14,09,2008,14,Northland,"Northland - Whangarei","Northland - Whangarei - ONERAHI",2800123
1,Fatal,No,14,09,2008,17,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MATAMATA",2800124
1,Fatal,No,14,09,2009,12,Southern,"Southern - Otago Rural","Southern - Otago Rural - QUEENSTOWN",2920045
1,Fatal,No,14,09,2010,09,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",201000122
1,Fatal,No,14,10,2009,08,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - HELENSVILLE",2900152
1,Fatal,No,14,10,2009,14,Northland,"Northland - Whangarei","Northland - Whangarei - KAMO",2900151
1,Fatal,No,14,11,2010,09,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MORRINSVILLE",201000145
1,Fatal,No,14,11,2010,20,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - MANUTUKE",201010088
1,Fatal,No,14,12,2009,13,Auckland,"Auckland - Auckland East","Auckland - Auckland East - ONEHUNGA",2900174
1,Fatal,No,14,12,2009,22,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - BEACHLANDS",2900173
1,Fatal,No,14,12,2010,06,Central,"Central - Manawatu","Central - Manawatu - FEILDING",201010098
1,Fatal,No,15,01,2008,11,Auckland,"Auckland - Auckland East","Auckland - Auckland East - ONEHUNGA",2800009
1,Fatal,No,15,01,2009,13,Waikato,"Waikato - Waikato West","Waikato - Waikato West - OTOROHANGA",2900010
1,Fatal,No,15,02,2009,19,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",2900025
1,Fatal,No,15,02,2010,02,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",201000022
1,Fatal,No,15,03,2010,11,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - MANGERE",201000039
1,Fatal,No,15,03,2010,22,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - PUTARURU",201000040
1,Fatal,No,15,03,2011,17,Central,"Central - Manawatu","Central - Manawatu - FEILDING",201110017
1,Fatal,No,15,04,2009,21,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - OPOTIKI",2900073
1,Fatal,No,15,04,2011,00,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - METHVEN",201120015
1,Fatal,No,15,05,2008,14,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - RICHMOND",2810034
1,Fatal,No,15,05,2009,14,Central,"Central - Manawatu","Central - Manawatu - LEVIN",2910046
1,Fatal,No,15,05,2009,15,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MATAMATA",2900083
1,Fatal,No,15,05,2009,22,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",2920024
1,Fatal,No,15,05,2010,06,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",201000080
1,Fatal,No,15,05,2010,11,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - KAIAPOI",201020026
1,Fatal,No,15,06,2011,11,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",201100060
1,Fatal,No,15,07,2011,00,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - BEACHLANDS",201100071
1,Fatal,No,15,07,2011,06,Auckland,"Auckland - Auckland East","Auckland - Auckland East - ONEHUNGA",201100072
1,Fatal,No,15,07,2012,04,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - MANGERE",201200059
1,Fatal,No,15,08,2009,01,Waikato,"Waikato - Waikato West","Waikato - Waikato West - HUNTLY",2900128
1,Fatal,No,15,08,2009,23,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - TANEATUA",2900129
1,Fatal,No,15,08,2010,18,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - DARFIELD",201020047
1,Fatal,No,15,09,2012,19,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - TE KARAKA",201210052
1,Fatal,No,15,09,2012,23,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - HORNBY",201220046
1,Fatal,No,15,10,2008,22,Central,"Central - Manawatu","Central - Manawatu - OTAKI",2810062
1,Fatal,No,15,10,2009,08,Central,"Central - Manawatu","Central - Manawatu - BULLS",2910083
1,Fatal,No,15,11,2012,18,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",201200115
1,Fatal,No,15,12,2008,17,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - ST ANDREWS",2820081
1,Fatal,No,15,12,2010,07,Counties/Manukau,"Counties/Manukau - Manukau Central","Counties/Manukau - Manukau Central - MANUREWA",201000159
1,Fatal,No,15,12,2011,08,Southern,"Southern - Southland","Southern - Southland - WYNDHAM",201120056
1,Fatal,No,16,01,2008,12,Wellington,"Wellington - Wairarapa","Wellington - Wairarapa - FEATHERSTON",2810005
1,Fatal,No,16,02,2010,21,Southern,"Southern - Otago Rural","Southern - Otago Rural - QUEENSTOWN",201020007
1,Fatal,No,16,03,2008,06,Waikato,"Waikato - Waikato West","Waikato - Waikato West - KAWHIA",2800044
1,Fatal,No,16,03,2008,11,Waikato,"Waikato - Waikato East","Waikato - Waikato East - NGATEA",2800043
1,Fatal,No,16,03,2011,00,Auckland,"Auckland - Auckland West","Auckland - Auckland West - BALMORAL",201100029
1,Fatal,No,16,04,2011,00,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201120016
1,Fatal,No,16,04,2011,18,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - RICHMOND",201110021
1,Fatal,No,16,05,2008,18,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - NEW BRIGHTON",2820042
1,Fatal,No,16,06,2008,18,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - TE KARAKA",2810044
