"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"ARAPUNI ROAD","350","N","PEARSON ROAD","201205479","02/12/2012","Sun","1738","CAR1 SBD on ARAPUNI ROAD lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 too far left/right, lost control while returning to seal from unsealed shoulder","Wet","Overcast","Light Rain","Unknown","Nil","0","0","1","1838518","5784954",
"ARAPUNI ROAD","350","N","PEARSON ROAD","201043274","17/12/2010","Fri","1830","VAN1 SBD on ARAPUNI ROAD lost control turning right, VAN1 went Over Bank on right hand bend ","VAN1 too fast entering corner, lost control when turning  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","0","1838518","5784955",
"ARAPUNI ROAD","500","N","PEARSON ROAD","2837416","22/06/2008","Sun","1815","CAR1 SBD on ARAPUNI ROAD lost control; went off road to left, CAR1 hit Tree","CAR1 lost control due to road conditions  ENV: road slippery (rain), road slippery (loose material on seal)","Wet","Dark","Heavy Rain","Unknown","Nil","0","0","0","1838441","5785082",
"ARAPUNI ROAD","600","N","PEARSON ROAD","2804749","25/10/2008","Sat","1730","CAR1 SBD on ARAPUNI ROAD lost control; went off road to left, CAR1 hit Vehicle","CAR1 too fast at temporary speed limit, lost control end of seal, failed to notice warning sign  ENV: road surface under construction or maintenance","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1838388","5785165",
"ARAPUNI ROAD","520","S","PEARSON ROAD","2845621","22/07/2008","Tue","1900","SUV1 EBD on ARAPUNI ROAD hit obstruction, SUV1 hit Stray Animal","ENV: farm animal straying","Wet","Dark","Heavy Rain","Unknown","Nil","0","0","0","1838841","5784250",
"ARAPUNI ROAD","770","S","PEARSON ROAD","2903450","22/07/2009","Wed","2122","CAR1 WBD on ARAPUNI ROAD lost control turning right on right hand bend ","CAR1 alcohol test above limit or test refused, lost control when turning, driver over-reacted","Dry","Dark","Fine","Unknown","N/A","0","0","2","1839040","5784108",
"ARAPUNI ROAD","350","E","POKAIWHENUA BR","2801119","22/01/2008","Tue","1505","BUS1 EBD on ARAPUNI ROAD hit MOTOR CYCLE2 U-turning from same direction of travel","MOTOR CYCLE2 didnt see/look behind when changing lanes, position or direction  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1839045","5784105",
"ARAPUNI ROAD","","I","RABONE ST","201034949","21/05/2010","Fri","2217","CAR1 SBD on ARAPUNI ROAD lost control turning left","CAR1 alcohol test above limit or test refused, lost control when turning  ENV: road slippery (rain)","Wet","Dark","Light Rain","T Type Junction","Nil","0","0","0","1832205","5783025",
"ARAPUNI ROAD","40","E","SANDERS ST","201237223","06/09/2012","Thu","1519","SUV1 NBD on ARAPUNI ROAD lost control; went off road to left, SUV1 hit Parked Vehicle","SUV1 fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1832456","5783246",
"ARAPUNI ROAD","550","W","SHINE ROAD","201103925","02/07/2011","Sat","0750","VAN1 EBD on ARAPUNI ROAD lost control turning left, VAN1 hit Ditch","VAN1 too far left/right, lost control while returning to seal from unsealed shoulder","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1836671","5784649",
"ARAPUNI ROAD","1000","W","WAIPA STRM BR","2938372","22/06/2009","Mon","1200","CAR1 EBD on ARAPUNI ROAD lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 too fast entering corner, lost control when turning  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","Unknown","N/A","0","0","0","1835741","5784628",
"ARAPUNI ROAD","750","W","WALSALL RISE","201000040","15/03/2010","Mon","2257","CAR1 NBD on ARAPUNI ROAD lost control turning left, CAR1 hit Post Or Pole","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control","Dry","Dark","Fine","Unknown","Nil","1","0","0","1841783","5784165",
"ARAPUNI ROAD","100","E","WAOTU ROAD","2836665","06/03/2008","Thu","2320","CAR1 EBD on ARAPUNI ROAD lost control; went off road to left, CAR1 hit Cliff Bank","CAR1 lost control, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","Nil","0","0","0","1841111","5784251",
"ARAPUNI ROAD","900","E","WAOTU ROAD","201006114","03/12/2010","Fri","1000","CAR1 WBD on ARAPUNI ROAD lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 too far left/right, lost control while returning to seal from unsealed shoulder, attention diverted, driver over-reacted","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1841895","5784172",
"ARAPUNI ROAD","1000","E","WAOTU ROAD","2945129","23/06/2009","Tue","1720","CAR1 WBD on ARAPUNI ROAD lost control turning left","CAR1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","Unknown","Nil","0","0","0","1841992","5784195",
"ARAPUNI ROAD","1000","E","WAOTU ROAD","201136307","23/05/2011","Mon","2104","CAR1 EBD on ARAPUNI ROAD lost control turning right, CAR1 hit Ditch on right hand bend ","CAR1 too fast entering corner, lost control when turning  ENV: slippery, fog or mist","Wet","Dark","Mist","Unknown","N/A","0","0","0","1841992","5784195",
"ARAPUNI ROAD","1000","E","WAOTU ROAD","201104712","18/11/2011","Fri","1640","SUV1 EBD on ARAPUNI ROAD lost control turning right, SUV1 hit Fence, Traffic Sign on right hand bend ","SUV1 fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1841992","5784195",
"ARAPUNI ROAD","200","W","WAOTU ROAD","201030038","02/01/2010","Sat","2000","CAR1 EBD on ARAPUNI ROAD lost control turning right, CAR1 hit Fence, Post Or Pole on right hand bend ","CAR1 too fast entering corner, too far left/right, lost control while returning to seal from unsealed shoulder, driver over-reacted","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1840831","5784353",
"ARAPUNI ROAD","400","W","WAOTU ROAD","2837826","09/07/2008","Wed","1850","CAR1 WBD on ARAPUNI ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Unknown","Unknown","N/A","0","0","0","1840633","5784351",
"ARAPUNI ROAD","1440","W","WAOTU ROAD","201104661","19/10/2011","Wed","1544","CAR1 WBD on ARAPUNI ROAD lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 too far left/right, lost control when turning, attention diverted by other traffic, new driver showed inexperience  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1839656","5784021",
"ARAPUNI ROAD","","I","WAOTU ROAD","201039383","25/02/2010","Thu","1315","SUV1 EBD on ARAPUNI ROAD hit CAR2 merging from the right","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","0","1841019","5784291",
"ARAPUNI ST","15","W","GOLF ST","201201059","30/01/2012","Mon","0730","SUV1 EBD on ARAPUNI ST lost control; went off road to left, SUV1 hit Kerb, Traffic Sign, Tree","SUV1 fatigue due to working long hours before driving","Wet","Bright Sun","Fine","Unknown","N/A","0","1","0","1842695","5784216",
"ARAPUNI ST","40","E","GREY ST","2804355","30/08/2008","Sat","1205","SUV1 EBD on ARAPUNI ST lost control on curve and hit TRUCK2 head on","SUV1 illness with no warning (eg heart attack)","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1843161","5784278",
"ARAPUNI ST","50","E","GREY ST","201231019","21/04/2012","Sat","0339","CAR1 EBD on ARAPUNI ST lost control turning left, CAR1 hit Post Or Pole","CAR1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","0","0","1843170","5784280",
"ARAPUNI ST","","I","GREY ST","201038700","16/02/2010","Tue","1200","TRUCK1 WBD on ARAPUNI ST hit CAR2 turning right onto ARAPUNI ST from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","0","1843120","5784281",
"ARAPUNI ST","","I","PRINCES ST","2837754","06/07/2008","Sun","1120","TRUCK1 EBD on ARAPUNI ST hit CAR2 U-turning from opposite direction of travel","TRUCK1 failed to give way at give way sign, misjudged intentions of another party  CAR2 failed to give way when turning to non-turning traffic","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1843941","5784662",
"ARAPUNI ST","30","W","SCOTIA GLEN ST","2840797","23/08/2008","Sat","1345","CAR1 EBD on ARAPUNI ST hit CAR2 doing driveway manoeuvre","CAR2 failed to give way at driveway, didnt see/look behind when reversing/manoeuvering  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","N/A","0","0","0","1843616","5784492",
"ARAPUNI ST","70","W","SCOTIA GLEN ST","201239326","04/10/2012","Thu","1512","SUV1 WBD on ARAPUNI ST hit Parked Vehicle while manoeuvring","SUV1 emotionally upset/road rage, intentional collision  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","N/A","0","0","0","1843580","5784473",
"ARAPUNI ST","70","W","SCOTIA GLEN ST","201134227","10/05/2011","Tue","1939","CAR1 WBD on ARAPUNI ST hit parked veh, CAR1 hit Vehicle","CAR1 alcohol test above limit or test refused, too far left/right","Dry","Dark","Fine","Unknown","Nil","0","0","0","1843580","5784473",
"ARAPUNI ST","50","W","TEE ST","201102076","10/04/2011","Sun","0310","VAN1 EBD on ARAPUNI ST lost control turning right, VAN1 hit Fence, House Or Bldg on right hand bend ","VAN1 alcohol test above limit or test refused, drugs suspected, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","N/A","0","1","0","1842949","5784291",
"ARAPUNI ST","60","W","TEE ST","201042812","30/10/2010","Sat","2204","CAR1 WBD on ARAPUNI ST hit rear end of CAR2 stopped/moving slowly","CAR1 alcohol suspected, too fast for conditions, following too closely","Dry","Dark","Fine","Unknown","N/A","0","0","0","1842940","5784288",
"ARATIATIA ROAD","100","E","RAKAUNUI ROAD","2935693","02/06/2009","Tue","1600","CAR1 WBD on ARATIATIA ROAD overtaking hit TRUCK2 turning right","CAR1 overtaking vehicle signaling right turn  ENV: entering or leaving other commercial","Dry","Bright Sun","Fine","Driveway","Nil","0","0","0","1871255","5716151",
"ARATIATIA ROAD","2050","E","RAKAUNUI ROAD","201002371","24/04/2010","Sat","0933","SUV1 NBD on ARATIATIA ROAD lost control turning right, SUV1 hit Cliff Bank on right hand bend ","SUV1 alcohol test above limit or test refused, interferred with driver","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1872083","5717598",
"ARATIATIA ROAD","650","N","RAPIDS ROAD","201231093","21/04/2012","Sat","2230","CAR1 SBD on ARATIATIA ROAD lost control turning left, CAR1 hit Cliff Bank, Traffic Sign","CAR1 too fast entering corner, lost control when turning, emotionally upset/road rage, new driver showed inexperience","Dry","Dark","Fine","Unknown","N/A","0","0","0","1873220","5720799",
"ARATIATIA ROAD","1380","E","SH 5","2937075","22/06/2009","Mon","0820","CAR1 NBD on ARATIATIA ROAD lost control turning left, CAR1 hit Traffic Sign, Tree","CAR1 lost control due to road conditions, fatigue (drowsy, tired, fell asleep)  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Mist","Unknown","N/A","0","0","0","1872831","5721326",
"ARATIATIA ROAD","100","S","VIEW ROAD","2903420","23/04/2009","Thu","1610","CAR1 NBD on ARATIATIA ROAD lost control turning left, CAR1 hit Fence","CAR1 alcohol suspected, too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","2","0","1873644","5720138",
"ARAWA AVENUE","150","S","LITTLE WAIHI ROAD","201037963","09/07/2010","Fri","2330","CAR1 SBD on ARAWA AVENUE lost control; went off road to left, CAR1 hit Cliff Bank","CAR1 suddenly swerved to avoid animal","Dry","Dark","Fine","Unknown","N/A","0","0","0","1905287","5814944",
"ARAWA AVENUE","400","N","NGAPARAOA DRIVE","201002211","28/03/2010","Sun","0200","VAN1 NBD on ARAWA AVENUE lost control; went off road to right, VAN1 went Over Bank, Fence","VAN1 alcohol suspected, fatigue (drowsy, tired, fell asleep), stolen vehicle","Dry","Dark","Fine","Unknown","N/A","0","1","0","1905261","5815690",
"ARAWA AVENUE","1030","E","WILSON ROAD NORTH","201201091","21/01/2012","Sat","0400","CAR1 SBD on ARAWA AVENUE lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol test above limit or test refused, lost control under heavy braking","Dry","Dark","Fine","Unknown","N/A","0","1","0","1905262","5814355",
"ARAWA CRESCENT","90","W","BALMORAL DRIVE","2943182","13/11/2009","Fri","1845","CAR1 NBD on ARAWA CRESCENT lost control turning right, CAR1 hit Kerb on right hand bend ","CAR1 too fast entering corner, new driver showed inexperience, showing off","Dry","Bright Sun","Fine","Unknown","Nil","0","0","0","1849784","5764424",
"ARAWA CRESCENT","15","N","KAHU ST","2842726","01/11/2008","Sat","0930","VAN1 SBD on ARAWA CRESCENT hit Parked Vehicle while manoeuvring","VAN1 didnt see/look behind when reversing/manoeuvering","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1849788","5764270",
"ARAWA CRESCENT","50","N","KAHU ST","2830965","13/01/2008","Sun","1145","CAR1 NBD on ARAWA CRESCENT hit CAR2 manoeuvring","CAR1 didnt see/look behind when reversing/manoeuvering  CAR2 didnt see/look behind when reversing/manoeuvering  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","0","0","1849781","5764305",
"ARAWA CRESCENT","100","S","KAHU ST","2902009","15/02/2009","Sun","2315","CAR1 NBD on ARAWA CRESCENT lost control; went off road to right, CAR1 hit Kerb, Post Or Pole, Tree","CAR1 alcohol test above limit or test refused, too fast on straight, lost control","Dry","Dark","Fine","Unknown","N/A","0","0","3","1849826","5764162",
"ARAWA CRESCENT","200","S","KAHU ST","2800072","11/05/2008","Sun","1634","MOTOR CYCLE1 SBD on ARAWA CRESCENT lost control turning right, MOTOR CYCLE1 hit Tree on right hand bend ","MOTOR CYCLE1 alcohol test above limit or test refused, lost control when turning, fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","Nil","1","0","0","1849836","5764064",
"ARAWA CRESCENT","","I","KOREKE PLACE","201003717","08/07/2010","Thu","2125","CAR1 SBD on ARAWA CRESCENT lost control; went off road to left, CAR1 hit Fence","CAR1 alcohol test above limit or test refused, too fast on straight, new driver showed inexperience","Dry","Dark","Fine","T Type Junction","Nil","0","0","1","1849921","5763502",
"ARAWA CRESCENT","20","N","PUKEKO PLACE","2941915","03/09/2009","Thu","2315","CAR1 NBD on ARAWA CRESCENT lost control turning right, CAR1 hit Fence, Post Or Pole, Other on right hand bend ","CAR1 too fast entering corner, lost control under heavy braking","Dry","Dark","Fine","Unknown","N/A","0","0","0","1849781","5764406",
"ARAWA ROAD","100","S","AWATAPU DRIVE","2806348","20/11/2008","Thu","1940","CAR1 NBD on ARAWA ROAD lost control; went off road to left","CAR1 sudden action","Dry","Twilight","Fine","Unknown","Nil","0","0","1","1949190","5790040",
"ARAWA ROAD","","I","AWATAPU DRIVE","2939749","18/08/2009","Tue","1010","CAR1 EBD on AWATAPU DRIVE hit CAR2 merging from the right","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1949176","5790156",
"ARAWA ROAD","","I","AWATAPU DRIVE","2839215","18/07/2008","Fri","0800","CAR1 EBD on AWATAPU DRIVE hit CAR2 crossing at right angle from right","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Fine","Roundabout","Give Way Sign","0","0","0","1949176","5790156",
"ARAWA ROAD","15","S","CUTLER CRESCENT S","201135566","21/06/2011","Tue","1403","SUV1 NBD on ARAWA ROAD hit SUV2 headon on straight","SUV1 too far left/right  SUV2 attention diverted by cigarette etc","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1949200","5789720",
"ARAWA ROAD","150","W","KING ST","201030617","27/01/2010","Wed","0150","CAR1 SBD on ARAWA ROAD lost control turning left, CAR1 hit Post Or Pole","CAR1 lost control when turning, stolen vehicle","Dry","Dark","Fine","Unknown","Nil","0","0","0","1949753","5789291",
"ARAWA ROAD","100","W","LORD COBHAM AVENUE","201202251","03/04/2012","Tue","1510","MOPED1 WBD on ARAWA ROAD hit CAR2 U-turning from same direction of travel","CAR2 didnt see/look behind when changing lanes, position or direction","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1949420","5789498",
"ARAWA ROAD","330","W","LORD COBHAM AVENUE","2842221","16/10/2008","Thu","2045","CAR1 WBD on ARAWA ROAD hit obstruction, CAR1 hit Stray Animal","ENV: household pet rushed out or playing","Dry","Dark","Fine","Unknown","Nil","0","0","0","1949214","5789598",
