"meshblockID" "urbanRuralGrade" "code" "urbanRural"
2556701 "Main urban area" "A" "urban"
2653400 "Main urban area" "A" "urban"
2653300 "Main urban area" "A" "urban"
2692000 "Main urban area" "A" "urban"
2653500 "Main urban area" "A" "urban"
2538101 "Main urban area" "A" "urban"
94000 "Main urban area" "A" "urban"
2614700 "Main urban area" "A" "urban"
2656100 "Main urban area" "A" "urban"
136400 "Rural area with low urban influence" "F" "rural"
2656600 "Main urban area" "A" "urban"
2654100 "Main urban area" "A" "urban"
156001 "Main urban area" "A" "urban"
2567400 "Main urban area" "A" "urban"
2478402 "Main urban area" "A" "urban"
219304 "Rural area with high urban influence" "D" "rural"
2656700 "Main urban area" "A" "urban"
2654200 "Main urban area" "A" "urban"
237206 "Main urban area" "A" "urban"
2655500 "Main urban area" "A" "urban"
2609900 "Main urban area" "A" "urban"
440108 "Area outside urban/rural profile" "Z" NA
524000 "Main urban area" "A" "urban"
267703 "Main urban area" "A" "urban"
599800 "Main urban area" "A" "urban"
2542000 "Main urban area" "A" "urban"
2677200 "Main urban area" "A" "urban"
2677300 "Main urban area" "A" "urban"
2731900 "Independent Urban Area" "B" "urban"
2691900 "Main urban area" "A" "urban"
2728200 "Independent Urban Area" "B" "urban"
2731600 "Independent Urban Area" "B" "urban"
2730200 "Independent Urban Area" "B" "urban"
2739200 "Independent Urban Area" "B" "urban"
2728100 "Independent Urban Area" "B" "urban"
2359604 "Main urban area" "A" "urban"
2730100 "Independent Urban Area" "B" "urban"
2160101 "Main urban area" "A" "urban"
87800 "Main urban area" "A" "urban"
2731700 "Independent Urban Area" "B" "urban"
2146700 "Main urban area" "A" "urban"
147314 "Area outside urban/rural profile" "Z" NA
2146200 "Main urban area" "A" "urban"
181616 "Area outside urban/rural profile" "Z" NA
2360002 "Highly rural/remote area" "G" "rural"
342000 "Main urban area" "A" "urban"
2148202 "Main urban area" "A" "urban"
422400 "Main urban area" "A" "urban"
2161201 "Main urban area" "A" "urban"
1201 "Rural area with low urban influence" "F" "rural"
406900 "Main urban area" "A" "urban"
2375500 "Rural area with low urban influence" "F" "rural"
1000 "Rural area with low urban influence" "F" "rural"
493300 "Main urban area" "A" "urban"
1100 "Rural area with low urban influence" "F" "rural"
611800 "Main urban area" "A" "urban"
2731800 "Independent Urban Area" "B" "urban"
371002 "Main urban area" "A" "urban"
3043700 "Highly rural/remote area" "G" "rural"
2728300 "Independent Urban Area" "B" "urban"
2975000 "Rural area with moderate urban influence" "E" "rural"
1818600 "Main urban area" "A" "urban"
1851500 "Main urban area" "A" "urban"
2863601 "Main urban area" "A" "urban"
1801600 "Main urban area" "A" "urban"
1819200 "Main urban area" "A" "urban"
1202 "Area outside urban/rural profile" "Z" NA
3047401 "Highly rural/remote area" "G" "rural"
1808100 "Main urban area" "A" "urban"
1811900 "Main urban area" "A" "urban"
2148201 "Main urban area" "A" "urban"
2500 "Highly rural/remote area" "G" "rural"
2863301 "Rural area with high urban influence" "D" "rural"
1849502 "Main urban area" "A" "urban"
1819506 "Main urban area" "A" "urban"
1301 "Rural area with low urban influence" "F" "rural"
3181900 "Rural area with low urban influence" "F" "rural"
2344600 "Main urban area" "A" "urban"
1812901 "Main urban area" "A" "urban"
1811800 "Main urban area" "A" "urban"
3043600 "Rural area with low urban influence" "F" "rural"
2460502 "Area outside urban/rural profile" "Z" NA
1809000 "Main urban area" "A" "urban"
1806500 "Main urban area" "A" "urban"
3170500 "Highly rural/remote area" "G" "rural"
2440001 "Rural area with low urban influence" "F" "rural"
1819304 "Main urban area" "A" "urban"
1849501 "Main urban area" "A" "urban"
2417600 "Highly rural/remote area" "G" "rural"
1817001 "Main urban area" "A" "urban"
1819507 "Main urban area" "A" "urban"
2440002 "Rural area with high urban influence" "D" "rural"
2440200 "Rural area with high urban influence" "D" "rural"
2439404 "Rural area with high urban influence" "D" "rural"
3044000 "Highly rural/remote area" "G" "rural"
2863302 "Rural area with high urban influence" "D" "rural"
1784000 "Rural area with high urban influence" "D" "rural"
1808300 "Main urban area" "A" "urban"
1850900 "Main urban area" "A" "urban"
2072711 "Area outside urban/rural profile" "Z" NA
1786400 "Rural area with moderate urban influence" "E" "rural"
2266700 "Independent Urban Area" "B" "urban"
2377000 "Independent Urban Area" "B" "urban"
2440003 "Rural area with moderate urban influence" "E" "rural"
2069101 "Main urban area" "A" "urban"
2439601 "Rural area with high urban influence" "D" "rural"
2068800 "Main urban area" "A" "urban"
2265900 "Independent Urban Area" "B" "urban"
1671800 "Rural area with low urban influence" "F" "rural"
1621000 "Rural area with low urban influence" "F" "rural"
2068700 "Main urban area" "A" "urban"
1620800 "Rural area with moderate urban influence" "E" "rural"
1415600 "Rural area with high urban influence" "D" "rural"
1620603 "Rural area with high urban influence" "D" "rural"
1618903 "Rural area with moderate urban influence" "E" "rural"
1620601 "Rural area with low urban influence" "F" "rural"
1618800 "Rural area with moderate urban influence" "E" "rural"
2068900 "Main urban area" "A" "urban"
2029700 "Main urban area" "A" "urban"
1914100 "Main urban area" "A" "urban"
1975400 "Main urban area" "A" "urban"
1975000 "Main urban area" "A" "urban"
2082300 "Main urban area" "A" "urban"
1618600 "Highly rural/remote area" "G" "rural"
2012106 "Main urban area" "A" "urban"
1975200 "Main urban area" "A" "urban"
1746500 "Highly rural/remote area" "G" "rural"
1627601 "Rural area with low urban influence" "F" "rural"
2082200 "Main urban area" "A" "urban"
1668500 "Highly rural/remote area" "G" "rural"
1966400 "Main urban area" "A" "urban"
1664400 "Rural area with low urban influence" "F" "rural"
1663800 "Rural area with low urban influence" "F" "rural"
1747500 "Highly rural/remote area" "G" "rural"
1464800 "Rural area with moderate urban influence" "E" "rural"
1664300 "Rural area with low urban influence" "F" "rural"
1663700 "Rural area with low urban influence" "F" "rural"
2079100 "Main urban area" "A" "urban"
2032100 "Main urban area" "A" "urban"
1670100 "Highly rural/remote area" "G" "rural"
1679000 "Rural area with moderate urban influence" "E" "rural"
3184800 "Rural area with moderate urban influence" "E" "rural"
3077100 "Rural area with low urban influence" "F" "rural"
3078400 "Rural area with low urban influence" "F" "rural"
3076900 "Rural area with moderate urban influence" "E" "rural"
2997800 "Rural area with low urban influence" "F" "rural"
3087900 "Rural area with low urban influence" "F" "rural"
3184602 "Highly rural/remote area" "G" "rural"
3186400 "Rural area with low urban influence" "F" "rural"
37501 "Independent Urban Area" "B" "urban"
3186800 "Rural area with low urban influence" "F" "rural"
37600 "Rural area with moderate urban influence" "E" "rural"
38300 "Rural area with moderate urban influence" "E" "rural"
3186600 "Highly rural/remote area" "G" "rural"
39700 "Rural area with low urban influence" "F" "rural"
1333100 "Highly rural/remote area" "G" "rural"
1360000 "Main urban area" "A" "urban"
49104 "Highly rural/remote area" "G" "rural"
1279905 "Independent Urban Area" "B" "urban"
1332300 "Highly rural/remote area" "G" "rural"
21700 "Highly rural/remote area" "G" "rural"
1017302 "Rural area with low urban influence" "F" "rural"
1277700 "Independent Urban Area" "B" "urban"
21000 "Rural area with moderate urban influence" "E" "rural"
1357000 "Rural area with moderate urban influence" "E" "rural"
1363501 "Highly rural/remote area" "G" "rural"
59000 "Area outside urban/rural profile" "Z" NA
1279004 "Independent Urban Area" "B" "urban"
1016900 "Highly rural/remote area" "G" "rural"
29101 "Highly rural/remote area" "G" "rural"
1277800 "Independent Urban Area" "B" "urban"
1360300 "Main urban area" "A" "urban"
1313801 "Area outside urban/rural profile" "Z" NA
1070200 "Independent Urban Area" "B" "urban"
50704 "Highly rural/remote area" "G" "rural"
1394900 "Highly rural/remote area" "G" "rural"
1362900 "Rural area with moderate urban influence" "E" "rural"
1070300 "Independent Urban Area" "B" "urban"
1066100 "Rural area with low urban influence" "F" "rural"
51402 "Independent Urban Area" "B" "urban"
1277601 "Independent Urban Area" "B" "urban"
1029300 "Rural area with low urban influence" "F" "rural"
1073100 "Independent Urban Area" "B" "urban"
1069500 "Highly rural/remote area" "G" "rural"
32300 "Rural area with low urban influence" "F" "rural"
1065800 "Rural area with low urban influence" "F" "rural"
1073200 "Independent Urban Area" "B" "urban"
34900 "Rural area with low urban influence" "F" "rural"
1071800 "Independent Urban Area" "B" "urban"
934500 "Rural area with low urban influence" "F" "rural"
29200 "Highly rural/remote area" "G" "rural"
935600 "Rural area with low urban influence" "F" "rural"
1071700 "Independent Urban Area" "B" "urban"
1071600 "Independent Urban Area" "B" "urban"
845100 "Rural area with moderate urban influence" "E" "rural"
936800 "Rural area with low urban influence" "F" "rural"
1072502 "Independent Urban Area" "B" "urban"
1332100 "Highly rural/remote area" "G" "rural"
1360600 "Rural area with moderate urban influence" "E" "rural"
1017303 "Highly rural/remote area" "G" "rural"
1360500 "Rural area with high urban influence" "D" "rural"
1313704 "Area outside urban/rural profile" "Z" NA
1082905 "Independent Urban Area" "B" "urban"
1070100 "Independent Urban Area" "B" "urban"
44005 "Rural area with moderate urban influence" "E" "rural"
878503 "Main urban area" "A" "urban"
1074800 "Rural area with low urban influence" "F" "rural"
874700 "Main urban area" "A" "urban"
976802 "Main urban area" "A" "urban"
43902 "Rural area with moderate urban influence" "E" "rural"
1192105 "Main urban area" "A" "urban"
1192104 "Main urban area" "A" "urban"
44801 "Rural area with low urban influence" "F" "rural"
1192201 "Main urban area" "A" "urban"
44403 "Rural area with low urban influence" "F" "rural"
957802 "Main urban area" "A" "urban"
872201 "Main urban area" "A" "urban"
1206306 "Main urban area" "A" "urban"
988902 "Highly rural/remote area" "G" "rural"
1180011 "Main urban area" "A" "urban"
990100 "Main urban area" "A" "urban"
1296601 "Independent Urban Area" "B" "urban"
1250800 "Rural area with high urban influence" "D" "rural"
1347400 "Rural area with low urban influence" "F" "rural"
1124001 "Highly rural/remote area" "G" "rural"
672200 "Main urban area" "A" "urban"
989902 "Main urban area" "A" "urban"
746320 "Main urban area" "A" "urban"
989901 "Main urban area" "A" "urban"
658202 "Main urban area" "A" "urban"
672802 "Main urban area" "A" "urban"
664600 "Main urban area" "A" "urban"
658100 "Main urban area" "A" "urban"
715910 "Main urban area" "A" "urban"
658201 "Main urban area" "A" "urban"
1325905 "Rural area with high urban influence" "D" "rural"
994300 "Rural area with low urban influence" "F" "rural"
3010200 "Highly rural/remote area" "G" "rural"
2981100 "Rural area with low urban influence" "F" "rural"
2909110 "Area outside urban/rural profile" "Z" NA
2857700 "Rural area with high urban influence" "D" "rural"
3005200 "Highly rural/remote area" "G" "rural"
2855400 "Rural area with moderate urban influence" "E" "rural"
3007100 "Rural area with low urban influence" "F" "rural"
3006800 "Highly rural/remote area" "G" "rural"
3010100 "Highly rural/remote area" "G" "rural"
2857200 "Highly rural/remote area" "G" "rural"
3005700 "Highly rural/remote area" "G" "rural"
2418500 "Highly rural/remote area" "G" "rural"
2438404 "Rural area with moderate urban influence" "E" "rural"
3005800 "Highly rural/remote area" "G" "rural"
3009800 "Highly rural/remote area" "G" "rural"
2440801 "Rural area with low urban influence" "F" "rural"
2434401 "Highly rural/remote area" "G" "rural"
3010000 "Rural area with low urban influence" "F" "rural"
2909106 "Area outside urban/rural profile" "Z" NA
2417501 "Area outside urban/rural profile" "Z" NA
2433902 "Highly rural/remote area" "G" "rural"
2434002 "Highly rural/remote area" "G" "rural"
2440802 "Rural area with low urban influence" "F" "rural"
2438403 "Highly rural/remote area" "G" "rural"
2419600 "Rural area with low urban influence" "F" "rural"
2419800 "Highly rural/remote area" "G" "rural"
2754200 "Highly rural/remote area" "G" "rural"
2440700 "Rural area with moderate urban influence" "E" "rural"
2419700 "Rural area with low urban influence" "F" "rural"
2434200 "Rural area with low urban influence" "F" "rural"
2419100 "Highly rural/remote area" "G" "rural"
2855900 "Rural area with moderate urban influence" "E" "rural"
2858000 "Rural area with high urban influence" "D" "rural"
2858100 "Rural area with high urban influence" "D" "rural"
2855800 "Rural area with high urban influence" "D" "rural"
2434501 "Highly rural/remote area" "G" "rural"
2440900 "Rural area with moderate urban influence" "E" "rural"
2419000 "Highly rural/remote area" "G" "rural"
2572002 "Main urban area" "A" "urban"
2434502 "Highly rural/remote area" "G" "rural"
2675800 "Main urban area" "A" "urban"
2534300 "Main urban area" "A" "urban"
2653700 "Main urban area" "A" "urban"
26800 "Highly rural/remote area" "G" "rural"
2676700 "Main urban area" "A" "urban"
126300 "Rural area with low urban influence" "F" "rural"
2653800 "Main urban area" "A" "urban"
165607 "Main urban area" "A" "urban"
2654400 "Main urban area" "A" "urban"
200901 "Main urban area" "A" "urban"
2654300 "Main urban area" "A" "urban"
329500 "Main urban area" "A" "urban"
98100 "Main urban area" "A" "urban"
389300 "Main urban area" "A" "urban"
459000 "Main urban area" "A" "urban"
148000 "Main urban area" "A" "urban"
628100 "Main urban area" "A" "urban"
344400 "Main urban area" "A" "urban"
711035 "Main urban area" "A" "urban"
426602 "Main urban area" "A" "urban"
1971400 "Main urban area" "A" "urban"
2074201 "Main urban area" "A" "urban"
675900 "Main urban area" "A" "urban"
1974500 "Main urban area" "A" "urban"
1970200 "Main urban area" "A" "urban"
388100 "Main urban area" "A" "urban"
1973200 "Main urban area" "A" "urban"
1962000 "Main urban area" "A" "urban"
2543000 "Main urban area" "A" "urban"
266600 "Main urban area" "A" "urban"
2116600 "Rural area with high urban influence" "D" "rural"
2086708 "Main urban area" "A" "urban"
2737100 "Independent Urban Area" "B" "urban"
2614900 "Main urban area" "A" "urban"
572200 "Main urban area" "A" "urban"
1924300 "Main urban area" "A" "urban"
1966200 "Main urban area" "A" "urban"
2758000 "Rural area with low urban influence" "F" "rural"
1952900 "Main urban area" "A" "urban"
2081200 "Main urban area" "A" "urban"
1505100 "Main urban area" "A" "urban"
1463700 "Main urban area" "A" "urban"
2737800 "Independent Urban Area" "B" "urban"
2271000 "Rural area with low urban influence" "F" "rural"
1970800 "Main urban area" "A" "urban"
1465801 "Main urban area" "A" "urban"
1466502 "Main urban area" "A" "urban"
2737700 "Independent Urban Area" "B" "urban"
2286005 "Highly rural/remote area" "G" "rural"
1924700 "Main urban area" "A" "urban"
