mb06,Urban/Rural Profile Classification Category,Main urban areas
0077901,Highly rural/remote area,
0078002,Highly rural/remote area,
0078302,Highly rural/remote area,
0079003,Highly rural/remote area,
0079101,Highly rural/remote area,
0079601,Highly rural/remote area,
0079701,Highly rural/remote area,
0079901,Highly rural/remote area,
0079904,Highly rural/remote area,
0080500,Highly rural/remote area,
0081502,Highly rural/remote area,
0081505,Highly rural/remote area,
0081507,Highly rural/remote area,
0081510,Highly rural/remote area,
0081511,Highly rural/remote area,
0081513,Highly rural/remote area,
0081600,Highly rural/remote area,
0117200,Highly rural/remote area,
0118100,Highly rural/remote area,
0118600,Highly rural/remote area,
0118800,Highly rural/remote area,
0118900,Highly rural/remote area,
0119100,Highly rural/remote area,
0119500,Highly rural/remote area,
0122300,Highly rural/remote area,
0122700,Highly rural/remote area,
0122800,Highly rural/remote area,
0123000,Highly rural/remote area,
0123801,Highly rural/remote area,
0124000,Highly rural/remote area,
0124100,Highly rural/remote area,
0125700,Highly rural/remote area,
0126000,Highly rural/remote area,
0126100,Highly rural/remote area,
0126200,Highly rural/remote area,
0126500,Highly rural/remote area,
0126600,Highly rural/remote area,
0126700,Highly rural/remote area,
0127600,Highly rural/remote area,
0127800,Highly rural/remote area,
0127900,Highly rural/remote area,
0128000,Highly rural/remote area,
0128100,Highly rural/remote area,
0128500,Highly rural/remote area,
0128600,Highly rural/remote area,
0128701,Highly rural/remote area,
0128900,Highly rural/remote area,
0129000,Highly rural/remote area,
0129100,Highly rural/remote area,
0129300,Highly rural/remote area,
0129500,Highly rural/remote area,
0129600,Highly rural/remote area,
0129800,Highly rural/remote area,
0130000,Highly rural/remote area,
0130100,Highly rural/remote area,
0130300,Highly rural/remote area,
0130400,Highly rural/remote area,
0130500,Highly rural/remote area,
0131000,Highly rural/remote area,
0131400,Highly rural/remote area,
0131500,Highly rural/remote area,
0131600,Highly rural/remote area,
0131700,Highly rural/remote area,
0131801,Highly rural/remote area,
0131802,Highly rural/remote area,
0131900,Highly rural/remote area,
0132000,Highly rural/remote area,
0132201,Highly rural/remote area,
0132300,Highly rural/remote area,
0132400,Highly rural/remote area,
0132600,Highly rural/remote area,
0132900,Highly rural/remote area,
0133300,Highly rural/remote area,
0133412,Highly rural/remote area,
0133414,Highly rural/remote area,
0133415,Highly rural/remote area,
0133416,Highly rural/remote area,
0133420,Highly rural/remote area,
0133421,Highly rural/remote area,
0133422,Highly rural/remote area,
0133424,Highly rural/remote area,
0133427,Highly rural/remote area,
0133428,Highly rural/remote area,
0133432,Highly rural/remote area,
0133433,Highly rural/remote area,
0133436,Highly rural/remote area,
0133439,Highly rural/remote area,
0133442,Highly rural/remote area,
0133443,Highly rural/remote area,
0133448,Highly rural/remote area,
0133707,Highly rural/remote area,
0133708,Highly rural/remote area,
0134000,Highly rural/remote area,
0134302,Highly rural/remote area,
0134600,Highly rural/remote area,
0137200,Highly rural/remote area,
0142000,Highly rural/remote area,
0144700,Highly rural/remote area,
0144800,Highly rural/remote area,
0210702,Highly rural/remote area,
0219600,Highly rural/remote area,
0303001,Highly rural/remote area,
0303300,Highly rural/remote area,
0438219,Highly rural/remote area,
0438700,Highly rural/remote area,
0438800,Highly rural/remote area,
0438901,Highly rural/remote area,
0438902,Highly rural/remote area,
0439000,Highly rural/remote area,
0439100,Highly rural/remote area,
0439305,Highly rural/remote area,
0439306,Highly rural/remote area,
0439307,Highly rural/remote area,
0439308,Highly rural/remote area,
0439309,Highly rural/remote area,
0439310,Highly rural/remote area,
0439311,Highly rural/remote area,
0439400,Highly rural/remote area,
0439500,Highly rural/remote area,
0439602,Highly rural/remote area,
0439603,Highly rural/remote area,
0439604,Highly rural/remote area,
0439800,Highly rural/remote area,
0439900,Highly rural/remote area,
0440000,Highly rural/remote area,
0516800,Highly rural/remote area,
0517000,Highly rural/remote area,
0517101,Highly rural/remote area,
0517102,Highly rural/remote area,
0517300,Highly rural/remote area,
0517400,Highly rural/remote area,
0517500,Highly rural/remote area,
0517600,Highly rural/remote area,
0717000,Highly rural/remote area,
0764202,Highly rural/remote area,
0765101,Highly rural/remote area,
0765102,Highly rural/remote area,
0812002,Highly rural/remote area,
0812500,Highly rural/remote area,
0814403,Highly rural/remote area,
0815601,Highly rural/remote area,
0833900,Highly rural/remote area,
0840901,Highly rural/remote area,
0841000,Highly rural/remote area,
0846402,Highly rural/remote area,
0847102,Highly rural/remote area,
0847400,Highly rural/remote area,
0848001,Highly rural/remote area,
0848202,Highly rural/remote area,
0849300,Highly rural/remote area,
0849700,Highly rural/remote area,
0849800,Highly rural/remote area,
0849900,Highly rural/remote area,
0850000,Highly rural/remote area,
0850100,Highly rural/remote area,
0850700,Highly rural/remote area,
0861100,Highly rural/remote area,
0862100,Highly rural/remote area,
0932700,Highly rural/remote area,
0933100,Highly rural/remote area,
0933200,Highly rural/remote area,
0934600,Highly rural/remote area,
0934700,Highly rural/remote area,
0934801,Highly rural/remote area,
0934900,Highly rural/remote area,
0936100,Highly rural/remote area,
0936200,Highly rural/remote area,
0936300,Highly rural/remote area,
0936700,Highly rural/remote area,
0938800,Highly rural/remote area,
0938900,Highly rural/remote area,
0939000,Highly rural/remote area,
0939400,Highly rural/remote area,
0939600,Highly rural/remote area,
0940300,Highly rural/remote area,
0940400,Highly rural/remote area,
0941403,Highly rural/remote area,
0941600,Highly rural/remote area,
0941800,Highly rural/remote area,
0947600,Highly rural/remote area,
0948002,Highly rural/remote area,
0958401,Highly rural/remote area,
0988902,Highly rural/remote area,
0991702,Highly rural/remote area,
0991704,Highly rural/remote area,
0992000,Highly rural/remote area,
0992200,Highly rural/remote area,
0992302,Highly rural/remote area,
0992303,Highly rural/remote area,
0993000,Highly rural/remote area,
0993102,Highly rural/remote area,
0993103,Highly rural/remote area,
0993200,Highly rural/remote area,
0993300,Highly rural/remote area,
0993400,Highly rural/remote area,
0993600,Highly rural/remote area,
0993700,Highly rural/remote area,
0993800,Highly rural/remote area,
0996100,Highly rural/remote area,
0999101,Highly rural/remote area,
0999102,Highly rural/remote area,
0999400,Highly rural/remote area,
0999500,Highly rural/remote area,
0999600,Highly rural/remote area,
1001601,Highly rural/remote area,
1001700,Highly rural/remote area,
1002000,Highly rural/remote area,
1002400,Highly rural/remote area,
1002600,Highly rural/remote area,
1003501,Highly rural/remote area,
1003700,Highly rural/remote area,
1004101,Highly rural/remote area,
1004102,Highly rural/remote area,
1004900,Highly rural/remote area,
1010000,Highly rural/remote area,
1010101,Highly rural/remote area,
1010103,Highly rural/remote area,
1011301,Highly rural/remote area,
1011403,Highly rural/remote area,
1011404,Highly rural/remote area,
1011405,Highly rural/remote area,
1011601,Highly rural/remote area,
1011602,Highly rural/remote area,
1011603,Highly rural/remote area,
1011604,Highly rural/remote area,
1011900,Highly rural/remote area,
1012000,Highly rural/remote area,
1012300,Highly rural/remote area,
1012400,Highly rural/remote area,
1012500,Highly rural/remote area,
1012600,Highly rural/remote area,
1012700,Highly rural/remote area,
1012900,Highly rural/remote area,
1013100,Highly rural/remote area,
1013200,Highly rural/remote area,
1013300,Highly rural/remote area,
1013400,Highly rural/remote area,
1013501,Highly rural/remote area,
1013600,Highly rural/remote area,
1013800,Highly rural/remote area,
1013901,Highly rural/remote area,
1013902,Highly rural/remote area,
1014100,Highly rural/remote area,
1014300,Highly rural/remote area,
1014400,Highly rural/remote area,
1014500,Highly rural/remote area,
1014700,Highly rural/remote area,
1014802,Highly rural/remote area,
1014900,Highly rural/remote area,
1015200,Highly rural/remote area,
1015300,Highly rural/remote area,
1015700,Highly rural/remote area,
1016001,Highly rural/remote area,
1016002,Highly rural/remote area,
1016101,Highly rural/remote area,
1016102,Highly rural/remote area,
1016201,Highly rural/remote area,
1016302,Highly rural/remote area,
1016400,Highly rural/remote area,
1016600,Highly rural/remote area,
1016700,Highly rural/remote area,
1016800,Highly rural/remote area,
1016900,Highly rural/remote area,
1017000,Highly rural/remote area,
1017200,Highly rural/remote area,
1017303,Highly rural/remote area,
1017400,Highly rural/remote area,
1017500,Highly rural/remote area,
1017600,Highly rural/remote area,
1017900,Highly rural/remote area,
1018200,Highly rural/remote area,
1018402,Highly rural/remote area,
1018600,Highly rural/remote area,
1018900,Highly rural/remote area,
1019000,Highly rural/remote area,
1019101,Highly rural/remote area,
1019102,Highly rural/remote area,
1019103,Highly rural/remote area,
1019104,Highly rural/remote area,
1019200,Highly rural/remote area,
1019401,Highly rural/remote area,
1019402,Highly rural/remote area,
1019602,Highly rural/remote area,
1019603,Highly rural/remote area,
1019902,Highly rural/remote area,
1020002,Highly rural/remote area,
1020101,Highly rural/remote area,
1021100,Highly rural/remote area,
1022600,Highly rural/remote area,
1022700,Highly rural/remote area,
